Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
6229,CA-2019-148208,22-Jan-2019,27-Jan-2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,4,-20.2356,0,Online
1026,CA-2019-126529,11-Jan-2019,13-Jan-2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,5.4432,0,Online
865,CA-2019-134474,05-Jan-2019,07-Jan-2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,5.1786,0,COD
804,CA-2019-115504,12-Mar-2019,17-Mar-2019,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,6.2208,0,Online
9698,CA-2019-122511,11-Mar-2019,11-Mar-2019,Same Day,BT-11485,Brad Thomas,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.336,4,9.48,0,Cards
1730,CA-2019-106894,07-Feb-2019,07-Feb-2019,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,3.6018,0,COD
2760,CA-2019-146171,11-Mar-2019,15-Mar-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,125.1432,0,Online
2759,CA-2019-146171,11-Mar-2019,15-Mar-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,31.5372,0,Online
1729,CA-2019-106894,07-Feb-2019,07-Feb-2019,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,21,0,COD
5753,CA-2019-125850,22-Jan-2019,28-Jan-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5,9.499,0,Online
1462,US-2019-128902,11-Mar-2019,15-Mar-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,-31.3722,0,Cards
46,CA-2019-118255,11-Mar-2019,13-Mar-2019,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,8.2062,0,Online
5810,CA-2019-125017,06-Feb-2019,11-Feb-2019,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,-18.1808,0,COD
45,CA-2019-118255,11-Mar-2019,13-Mar-2019,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,19.7714,0,COD
9412,CA-2019-108959,10-Mar-2019,14-Mar-2019,Second Class,MH-17785,Maya Herman,Corporate,United States,Glendale,Arizona,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1,6.5435,0,COD
8145,CA-2019-100993,05-Feb-2019,10-Feb-2019,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4,-31.9936,0,COD
5752,CA-2019-125850,22-Jan-2019,28-Jan-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3,22.2,0,Online
6970,CA-2019-163937,10-Jan-2019,13-Jan-2019,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,7.7035,0,Cards
8101,CA-2019-169663,10-Mar-2019,13-Mar-2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6,3,377.73,0,COD
8100,CA-2019-169663,10-Mar-2019,13-Mar-2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,5.1015,0,Online
8144,CA-2019-100993,05-Feb-2019,10-Feb-2019,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,6.9716,0,COD
6015,CA-2019-159016,10-Mar-2019,11-Mar-2019,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,363.9048,0,Cards
6014,CA-2019-159016,10-Mar-2019,11-Mar-2019,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,7.152,0,COD
8143,CA-2019-100993,05-Feb-2019,10-Feb-2019,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,50.3658,0,Online
5675,CA-2019-146318,22-Jan-2019,27-Jan-2019,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,6.2208,0,Online
4063,US-2019-122182,10-Mar-2019,14-Mar-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1,7.4985,0,Online
1876,US-2019-112977,10-Mar-2019,16-Mar-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,-22.098,0,Cards
8142,CA-2019-100993,05-Feb-2019,10-Feb-2019,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,7.2177,0,COD
8335,CA-2019-153269,09-Mar-2019,12-Mar-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,51.8,4,23.31,0,Online
8334,CA-2019-153269,09-Mar-2019,12-Mar-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,17.94,3,8.7906,0,Cards
1393,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,160.9139,0,COD
2694,CA-2019-138079,22-Jan-2019,28-Jan-2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5,37.366,0,Online
4668,CA-2019-116547,10-Jan-2019,17-Jan-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,13.2962,0,COD
864,CA-2019-134474,05-Jan-2019,07-Jan-2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.5904,0,Online
8606,US-2019-116365,03-Jan-2019,08-Jan-2019,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,13.572,0,Cards
8333,CA-2019-153269,09-Mar-2019,12-Mar-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",354.9,5,88.725,0,Online
8332,CA-2019-153269,09-Mar-2019,12-Mar-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,3.363,0,COD
1392,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,1.5444,0,COD
8160,CA-2019-120803,09-Mar-2019,13-Mar-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Milford,Connecticut,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5,87.89,0,COD
8813,US-2019-140172,08-Mar-2019,13-Mar-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,3.753,0,Online
1391,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,60.2553,0,Online
2473,US-2019-135923,22-Jan-2019,28-Jan-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,6.4864,0,COD
8812,US-2019-140172,08-Mar-2019,13-Mar-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,48.3336,0,COD
8508,CA-2019-130400,08-Mar-2019,12-Mar-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,49.3938,0,Cards
1390,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,126.0558,0,COD
8507,CA-2019-130400,08-Mar-2019,12-Mar-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,8.388,0,Cards
8506,CA-2019-130400,08-Mar-2019,12-Mar-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,-14.1696,0,Cards
1389,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,28.3095,0,COD
2472,US-2019-135923,22-Jan-2019,28-Jan-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,-67.6704,0,COD
4667,CA-2019-116547,10-Jan-2019,17-Jan-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,34.3656,0,Cards
7236,CA-2019-137337,08-Mar-2019,12-Mar-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,22.5732,0,Cards
7235,CA-2019-137337,08-Mar-2019,12-Mar-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,12.96,2,6.3504,0,Cards
1388,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,78.9412,0,COD
7234,CA-2019-137337,08-Mar-2019,12-Mar-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,113.6,8,44.304,0,Cards
6418,CA-2019-111976,08-Mar-2019,12-Mar-2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,-1.3464,0,Cards
1387,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,52.7956,0,COD
2471,US-2019-135923,22-Jan-2019,28-Jan-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,4.2816,0,COD
6417,CA-2019-111976,08-Mar-2019,12-Mar-2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,-25.3344,0,COD
1705,CA-2019-106306,08-Mar-2019,08-Mar-2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,-7.1148,0,Cards
1386,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,7.1592,0,Online
1048,CA-2019-169103,08-Mar-2019,13-Mar-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.8385,0,Cards
1047,CA-2019-169103,08-Mar-2019,13-Mar-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.2475,0,Cards
1385,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0.189,0,Online
268,CA-2019-111010,22-Jan-2019,28-Jan-2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.3024,0,COD
3702,CA-2019-126543,09-Jan-2019,13-Jan-2019,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,3.792,0,Cards
863,CA-2019-134474,05-Jan-2019,07-Jan-2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,40.6878,0,COD
839,US-2019-137547,07-Mar-2019,12-Mar-2019,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,1.5804,0,COD
8985,CA-2019-110898,06-Mar-2019,12-Mar-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,-99.2664,0,COD
1384,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,170.9316,0,Online
8984,CA-2019-110898,06-Mar-2019,12-Mar-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159.04,5,-194.824,0,Online
8983,CA-2019-110898,06-Mar-2019,12-Mar-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,4,-2.7648,0,COD
1383,US-2019-108504,05-Feb-2019,05-Feb-2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,1.6196,0,COD
2877,US-2019-167339,21-Jan-2019,23-Jan-2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7,76.0116,0,COD
8982,CA-2019-110898,06-Mar-2019,12-Mar-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,3,-6.3018,0,Cards
8445,US-2019-155173,06-Mar-2019,10-Mar-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.238,3,-12.5103,0,Cards
9521,CA-2019-101189,04-Feb-2019,09-Feb-2019,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,3.7208,0,COD
8444,US-2019-155173,06-Mar-2019,10-Mar-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.043,1,-1.4982,0,COD
6738,CA-2019-123358,10-Apr-2019,17-Apr-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,9,6.0264,0,COD
6739,CA-2019-123358,10-Apr-2019,17-Apr-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.032,4,15.6104,0,Online
7474,CA-2019-109652,10-Apr-2019,15-Apr-2019,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13.568,4,3.2224,0,COD
1130,CA-2019-112102,12-Apr-2019,16-Apr-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,75.6624,0,COD
1131,CA-2019-112102,12-Apr-2019,16-Apr-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,20.0851,0,COD
1132,CA-2019-112102,12-Apr-2019,16-Apr-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,28.755,0,COD
5775,CA-2019-142398,12-Apr-2019,16-Apr-2019,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,-31.9144,0,Online
5776,CA-2019-142398,12-Apr-2019,16-Apr-2019,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,1,4.6228,0,COD
